student	question	course_page_number	unit_page_number	module_page_number	page_question_number	question_type	answered	correct	persisted
600b29e71e99fb7d9decf12b	5fc5eb28807e2b24830b3b22	12	10	2	19	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb29807e2b24830b3bd4	12	10	2	21	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1b807e2b24830b12df	108	106	5	7	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1c807e2b24830b1333	108	106	5	8	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1c807e2b24830b139b	108	106	5	9	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1c807e2b24830b1481	108	106	5	12	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1c807e2b24830b14e9	108	106	5	13	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eae5807e2b24830a670f	127	125	2	1	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eae5807e2b24830a6859	127	125	2	5	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eae5807e2b24830a693f	127	125	2	9	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eae6807e2b24830a69c3	127	125	2	13	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1e807e2b24830b1b4d	153	151	6	4	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1e807e2b24830b1b89	153	151	6	5	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1f807e2b24830b1c21	153	151	6	8	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1f807e2b24830b1c71	153	151	6	10	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb17807e2b24830b04ae	58	56	1	3	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb18807e2b24830b07a2	58	56	1	20	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb18807e2b24830b085e	58	56	1	22	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa5807e2b2483099c33	94	92	2	2	HA_FITB	1	0	1
